2023-10-05 14:31:45,783  =================== rf_04 start training ===================
2023-10-05 14:31:48,234  gridsearching...
2023-10-05 18:10:10,190  model: rf_04, best_params: {'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.165 (+/-0.040) for {'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.161 (+/-0.085) for {'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.605 (+/-0.027) for {'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.744 (+/-0.013) for {'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.789 (+/-0.017) for {'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.168 (+/-0.071) for {'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.588 (+/-0.096) for {'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.731 (+/-0.042) for {'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.771 (+/-0.036) for {'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.154 (+/-0.018) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.602 (+/-0.058) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.729 (+/-0.039) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.772 (+/-0.029) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.179 (+/-0.055) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.599 (+/-0.037) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.726 (+/-0.023) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.775 (+/-0.020) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.170 (+/-0.033) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.612 (+/-0.012) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.736 (+/-0.038) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.773 (+/-0.036) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.189 (+/-0.078) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.599 (+/-0.057) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.737 (+/-0.038) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.778 (+/-0.019) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.173 (+/-0.040) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.587 (+/-0.049) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.721 (+/-0.061) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.790 (+/-0.033) for {'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.205 (+/-0.062) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.590 (+/-0.052) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.716 (+/-0.057) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.766 (+/-0.056) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.188 (+/-0.063) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.562 (+/-0.053) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.716 (+/-0.054) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.766 (+/-0.016) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.160 (+/-0.047) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.573 (+/-0.063) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.713 (+/-0.055) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.768 (+/-0.031) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.177 (+/-0.064) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.581 (+/-0.072) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.720 (+/-0.038) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.767 (+/-0.027) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.176 (+/-0.036) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.593 (+/-0.034) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.707 (+/-0.071) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.757 (+/-0.028) for {'max_depth': 3, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.184 (+/-0.062) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.599 (+/-0.077) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.686 (+/-0.064) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.756 (+/-0.037) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.166 (+/-0.042) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.573 (+/-0.051) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.698 (+/-0.036) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.745 (+/-0.033) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.171 (+/-0.014) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.569 (+/-0.028) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.685 (+/-0.055) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.755 (+/-0.022) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.152 (+/-0.047) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.596 (+/-0.061) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.678 (+/-0.089) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.736 (+/-0.083) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.154 (+/-0.054) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.579 (+/-0.044) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.682 (+/-0.042) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.750 (+/-0.032) for {'max_depth': 3, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.296 (+/-0.054) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.806 (+/-0.031) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.855 (+/-0.022) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.874 (+/-0.022) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.309 (+/-0.058) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.800 (+/-0.036) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.854 (+/-0.018) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.872 (+/-0.014) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.330 (+/-0.078) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.802 (+/-0.037) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.852 (+/-0.013) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.869 (+/-0.018) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.301 (+/-0.109) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.810 (+/-0.010) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.861 (+/-0.017) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.867 (+/-0.021) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.305 (+/-0.014) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.817 (+/-0.024) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.854 (+/-0.014) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.870 (+/-0.016) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.330 (+/-0.077) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.809 (+/-0.032) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.854 (+/-0.007) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.874 (+/-0.014) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.332 (+/-0.035) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.813 (+/-0.025) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.862 (+/-0.011) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.873 (+/-0.017) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.329 (+/-0.068) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.819 (+/-0.015) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.855 (+/-0.018) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.871 (+/-0.018) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.334 (+/-0.110) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.815 (+/-0.025) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.858 (+/-0.017) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.872 (+/-0.014) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.318 (+/-0.084) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.827 (+/-0.035) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.863 (+/-0.019) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.873 (+/-0.016) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.335 (+/-0.091) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.812 (+/-0.036) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.859 (+/-0.020) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.870 (+/-0.024) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.306 (+/-0.065) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.806 (+/-0.026) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.853 (+/-0.018) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.866 (+/-0.015) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.312 (+/-0.043) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.812 (+/-0.023) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.859 (+/-0.023) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.874 (+/-0.013) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.313 (+/-0.059) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.815 (+/-0.027) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.860 (+/-0.015) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.876 (+/-0.012) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.291 (+/-0.067) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.810 (+/-0.024) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.860 (+/-0.024) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.873 (+/-0.013) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.288 (+/-0.051) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.799 (+/-0.029) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.846 (+/-0.026) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.855 (+/-0.022) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.302 (+/-0.088) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.802 (+/-0.023) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.840 (+/-0.020) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.855 (+/-0.026) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.302 (+/-0.041) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.786 (+/-0.021) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.834 (+/-0.014) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.855 (+/-0.025) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.326 (+/-0.099) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.794 (+/-0.034) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.837 (+/-0.020) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.857 (+/-0.016) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.257 (+/-0.039) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.782 (+/-0.050) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.832 (+/-0.008) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 100}
