2023-10-08 14:19:12,910  =================== rf_cbow01 start training ===================
2023-10-08 14:19:25,363  gridsearching...
2023-10-08 14:45:19,463  model: rf_cbow01, best_params: {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-08 14:45:19,464  0.298 (+/-0.025) for {'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-08 14:45:19,469  0.442 (+/-0.015) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-08 14:45:19,469  0.391 (+/-0.027) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-08 14:45:19,470  0.428 (+/-0.006) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-08 14:45:19,470  0.453 (+/-0.016) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-08 14:45:19,470  0.403 (+/-0.026) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-08 14:45:19,470  0.436 (+/-0.016) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-08 14:45:19,470  0.440 (+/-0.027) for {'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-08 14:45:19,470  0.394 (+/-0.032) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-08 14:45:19,470  0.427 (+/-0.023) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-08 14:45:19,470  0.442 (+/-0.017) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-08 14:45:19,470  0.394 (+/-0.016) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-08 14:45:19,470  0.428 (+/-0.004) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-08 14:45:19,470  0.444 (+/-0.005) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-08 14:45:19,470  0.394 (+/-0.019) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-08 14:45:19,470  0.423 (+/-0.012) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-08 14:45:19,470  0.448 (+/-0.007) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-08 14:45:19,470  0.398 (+/-0.023) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-08 14:45:19,471  0.435 (+/-0.019) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-08 14:45:19,471  0.447 (+/-0.016) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-08 14:45:19,471  0.398 (+/-0.017) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-08 14:45:19,471  0.433 (+/-0.015) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-08 14:45:19,471  0.443 (+/-0.011) for {'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-08 14:45:19,471  0.408 (+/-0.016) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-08 14:45:19,471  0.437 (+/-0.012) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-08 14:45:19,471  0.447 (+/-0.014) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-08 14:45:19,471  0.408 (+/-0.005) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-08 14:45:19,471  0.435 (+/-0.017) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-08 14:45:19,472  0.447 (+/-0.019) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-08 14:45:19,472  0.412 (+/-0.014) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-08 14:45:19,472  0.435 (+/-0.014) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-08 14:45:19,472  0.449 (+/-0.017) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-08 14:45:19,472  0.396 (+/-0.018) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-08 14:45:19,472  0.434 (+/-0.019) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-08 14:45:19,472  0.451 (+/-0.020) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-08 14:45:19,472  0.400 (+/-0.028) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-08 14:45:19,472  0.435 (+/-0.014) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-08 14:45:19,472  0.436 (+/-0.008) for {'max_depth': 12, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-08 14:45:19,473  0.402 (+/-0.028) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-08 14:45:19,473  0.425 (+/-0.011) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-08 14:45:19,473  0.429 (+/-0.011) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-08 14:45:19,473  0.399 (+/-0.020) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-08 14:45:19,473  0.427 (+/-0.017) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-08 14:45:19,473  0.433 (+/-0.019) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-08 14:45:19,473  0.403 (+/-0.017) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-08 14:45:19,473  0.423 (+/-0.018) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-08 14:45:19,473  0.427 (+/-0.028) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-08 14:45:19,473  0.407 (+/-0.008) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-08 14:45:19,473  0.425 (+/-0.012) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-08 14:45:19,473  0.435 (+/-0.007) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-08 14:45:19,473  0.396 (+/-0.013) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-08 14:45:19,473  0.433 (+/-0.012) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-08 14:45:19,473  0.429 (+/-0.023) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-08 14:45:19,474  0.395 (+/-0.030) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-08 14:45:19,474  0.419 (+/-0.008) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-08 14:45:19,474  0.425 (+/-0.016) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-08 14:45:19,474  0.396 (+/-0.022) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-08 14:45:19,474  0.417 (+/-0.016) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-08 14:45:19,474  0.425 (+/-0.013) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-08 14:45:19,474  0.395 (+/-0.017) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-08 14:45:19,474  0.417 (+/-0.011) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-08 14:45:19,474  0.427 (+/-0.023) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-08 14:45:19,474  0.397 (+/-0.027) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-08 14:45:19,474  0.418 (+/-0.020) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-08 14:45:19,474  0.428 (+/-0.015) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-08 14:45:19,474  0.390 (+/-0.014) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-08 14:45:19,474  0.418 (+/-0.005) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-08 14:45:19,474  0.417 (+/-0.012) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-08 14:45:19,475  0.369 (+/-0.009) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-08 14:45:19,475  0.416 (+/-0.020) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-08 14:45:19,475  0.441 (+/-0.010) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-08 14:45:19,475  0.380 (+/-0.005) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-08 14:45:19,475  0.427 (+/-0.018) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-08 14:45:19,475  0.443 (+/-0.008) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-08 14:45:19,475  0.386 (+/-0.017) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-08 14:45:19,475  0.427 (+/-0.019) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-08 14:45:19,475  0.448 (+/-0.014) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-08 14:45:19,475  0.406 (+/-0.009) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-08 14:45:19,475  0.427 (+/-0.009) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-08 14:45:19,475  0.447 (+/-0.009) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-08 14:45:19,475  0.409 (+/-0.015) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-08 14:45:19,475  0.430 (+/-0.011) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-08 14:45:19,476  0.449 (+/-0.015) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-08 14:45:19,476  0.385 (+/-0.022) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-08 14:45:19,476  0.434 (+/-0.034) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-08 14:45:19,476  0.448 (+/-0.022) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-08 14:45:19,476  0.391 (+/-0.012) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-08 14:45:19,476  0.427 (+/-0.021) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-08 14:45:19,476  0.448 (+/-0.016) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-08 14:45:19,476  0.398 (+/-0.018) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-08 14:45:19,476  0.435 (+/-0.017) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-08 14:45:19,476  0.450 (+/-0.013) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-08 14:45:19,476  0.397 (+/-0.006) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-08 14:45:19,476  0.446 (+/-0.009) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-08 14:45:19,476  0.452 (+/-0.012) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-08 14:45:19,476  0.403 (+/-0.010) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-08 14:45:19,477  0.430 (+/-0.027) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 100}
